Storkreds,Opstillingskreds,Kommune,Valgdistrikt_kode,Location,Persons18,Persons65,Age_Mean,Income_Mean,Grundskole,Gymnasial,Erhvervsfaglig,Kort_vider,Mellemlang_vider,Bachelor,Lang_vider,Uoplyst,with_children,without_children,A. Socialdemokratiet,B. Radikale Venstre,C. Det Konservative Folkeparti,D. Nye Borgerlige,E. Klaus Riskær Pedersen,F. SF - Socialistisk Folkeparti,I. Liberal Alliance,K. Kristendemokraterne,O. Dansk Folkeparti,P. Stram Kurs,"V. Venstre, Danmarks Liberale Parti",Ø. Enhedslisten - De Rød-Grønne,Å. Alternativet,Kandidater uden for partierne i alt
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,163,1,Herlev Medborgerhus,7037,1864,50.2,220476.7,26.8864573,10.65795083,36.22282223,4.860025579,12.39164417,1.40684951,6.15319028,1.421060111,4735,2302,1806,490,287,121,44,612,122,67,515,135,806,495,162,19
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,163,2,Herlev Hallerne,6380,1938,54.1,278166.6,20.5799373,6.05015674,36.70846395,5.815047022,18.02507837,1.159874608,10.59561129,1.065830721,3728,2652,1845,419,461,135,35,463,104,106,441,84,1003,383,112,16
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,163,3,Kildegårdhallen,6610,1453,49.8,231819.1,29.44024206,9.50075643,32.91981846,4.084720121,13.16187595,1.119515885,8.169440242,1.603630862,4005,2605,1655,414,315,144,39,513,98,72,460,157,690,546,167,24
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,1,Ørbygård,3047,742,50.3,261943.3,21.72628815,9.64883492,30.75155891,5.086970791,15.58910404,2.658352478,13.39021989,1.148670824,1949,1098,660,232,181,45,20,299,58,26,219,57,448,225,81,9
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,2,Tinderhøj,4230,1199,53,236038.4,28.20330969,6.643026005,39.10165485,4.089834515,12.9787234,1.134751773,6.312056738,1.536643026,2609,1621,1186,241,156,85,23,335,50,35,349,81,467,271,74,12
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,3,Rødovre,5788,1496,51.4,253185.8,24.3780235,8.880442294,31.73807878,4.820317899,15.04837595,1.831375259,12.16309606,1.140290256,3684,2104,1414,473,309,107,34,541,102,53,372,89,766,420,126,16
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,4,Valhøj,3883,926,48.7,202066.9,29.71928921,10.30131342,37.57404069,3.347926861,11.20267834,1.622456863,4.996137007,1.23615761,2862,1021,1047,237,121,73,35,347,50,17,296,84,356,290,99,17
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,5,Rødovrehallen,5410,1267,49.6,243552.4,23.54898336,9.704251386,35.60073937,4.750462107,14.54713494,1.996303142,8.798521257,1.053604436,3378,2032,1450,424,250,104,34,514,93,65,397,90,630,370,136,14
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,6,Islev,4172,992,50.5,257176.1,24.40076702,6.879194631,39.18983701,5.488974113,14.33365292,1.246404602,7.526366251,0.934803452,2283,1889,1069,289,237,81,31,346,90,30,369,96,585,262,105,10
2. Københavns Omegns Storkreds,4. Rødovre Opstillingskreds,175,7,Milestedet,1418,395,51.7,176238.8,37.4471086,7.404795487,38.0112835,2.3977433,8.815232722,1.269393512,2.961918195,1.692524683,996,422,415,111,14,23,9,81,7,8,127,36,52,152,39,6
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,1,Holmegårdshallen,4041,898,48.1,242309.4,20.16827518,13.3382826,32.07126949,5.914377629,14.55085375,2.524127691,10.39346696,1.039346696,2695,1346,863,327,205,92,25,443,69,20,319,77,554,289,123,17
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,2,Præstemoseskolen,3267,678,47.9,223187.6,24.21181512,11.93755739,37.28191001,4.591368228,12.64156719,2.050811142,6.029996939,1.254973982,2199,1068,784,217,125,61,21,288,53,30,296,72,430,190,91,13
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,3,Sønderkærhallen,4358,1105,49.7,212165.8,29.6925195,10.07342818,36.55346489,3.579623681,10.30289123,1.996328591,6.379072969,1.42267095,2877,1481,1118,274,134,72,26,376,51,25,417,92,457,303,103,10
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,4,Medborgerhuset,4563,1161,51.4,239855.2,27.1751041,7.078676309,35.8974359,4.930966469,13.45605961,1.205347359,9.270216963,0.986193294,2737,1826,1242,304,170,78,37,526,75,34,400,86,492,281,97,6
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,5,Dansborghallen,4929,1063,49.5,258359.7,21.44451207,8.744167174,36.11280179,5.518360722,14.58713735,2.089673362,10.61067154,0.892675999,2849,2080,1167,355,274,104,44,502,101,60,444,71,688,346,131,14
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,6,Frihedens Idrætscenter,5105,1576,53.8,252886.8,28.87365328,6.346718903,38.0215475,4.074436827,12.02742409,1.175318315,8.266405485,1.214495593,3114,1991,1383,363,214,80,41,414,57,42,473,92,666,306,87,23
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,7,Avedøre Skole,5730,1479,51.4,249462,25.42757417,7.172774869,39.77312391,5.479930192,13.5078534,1.326352531,6.247818499,1.064572426,3146,2584,1343,431,281,118,31,472,75,84,562,84,853,289,139,6
2. Københavns Omegns Storkreds,5. Hvidovre Opstillingskreds,167,8,Avedøre Idrætscenter,4620,786,46.5,209628.8,32.55411255,9.588744589,34.78354978,4.069264069,10.97402597,1.341991342,4.978354978,1.70995671,2703,1917,986,395,129,115,33,403,52,31,387,107,378,385,115,18
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,153,1,Brøndbyvester Skole,3232,793,51.7,263757.1,23.23638614,6.992574257,41.49133663,5.785891089,13.39727723,1.237623762,6.775990099,1.082920792,1837,1395,914,189,167,90,20,217,43,14,370,64,470,142,78,9
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,153,2,Tjørnehøjhallen,3387,952,52.6,214718.4,32.32949513,7.381163271,39.38588722,4.103926779,10.65839976,1.121936817,3.188662533,1.830528491,2443,944,1045,135,103,63,29,206,36,10,352,77,397,142,51,10
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,153,3,Lindelundshallen,3062,825,50.8,214080.8,33.31156107,8.131939909,37.58981058,3.788373612,10.51600261,1.436969301,4.310907903,0.91443501,2155,907,945,111,94,43,12,219,34,23,291,74,349,183,53,11
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,153,4,Nørregård,5504,1747,53.3,212680.9,34.19331395,7.939680233,36.95494186,3.760901163,10.15625,1.180959302,4.433139535,1.380813953,3872,1632,1661,357,167,98,30,351,51,26,478,135,476,321,112,17
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,153,5,Kulturhuset Brønden,8220,1969,50,215274.6,34.17274939,9.428223844,31.69099757,4.221411192,11.18004866,1.362530414,5.559610706,2.384428224,4931,3289,1839,963,234,112,32,496,74,38,579,133,734,618,354,22
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,183,1,Ishøj Landsby,1340,306,51.3,289975.1,23.13432836,7.164179104,38.35820896,6.417910448,13.35820896,1.343283582,9.104477612,1.119402985,733,607,252,116,76,51,4,108,24,14,150,20,253,51,30,4
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,183,2,Vibeholmskolen,2661,682,50.2,229499.4,30.21420519,6.200676437,41.11236377,4.810221721,11.72491545,1.277715145,3.570086434,1.089815859,1512,1149,757,238,84,62,21,167,23,16,266,50,335,125,58,6
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,183,3,Gildbroskolen,3467,752,48.8,204813,35.96769541,8.104989905,36.65993654,4.384193828,9.547158927,0.807614652,2.740121142,1.788289588,2159,1308,832,303,86,93,13,242,30,17,322,97,310,197,92,2
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,183,4,Strandgårdskolen,2866,594,45.3,167775.1,43.61479414,12.14235869,29.48360084,2.721563154,6.629448709,1.11653873,1.605024424,2.686671319,1825,1041,560,351,33,37,11,180,19,8,183,54,137,229,97,4
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,183,5,Ishøj Bycenter,3380,1056,52.8,244220.7,27.15976331,8.106508876,36.53846154,5.177514793,12.18934911,1.74556213,7.455621302,1.627218935,2370,1010,823,349,118,83,20,213,58,18,298,55,483,180,73,0
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,187,1,"Vallensbæk Skole, Multisalen",3484,713,47.2,245437.9,22.61768083,11.56716418,33.8978186,5.654420207,13.83467279,2.23880597,8.323765786,1.865671642,2091,1393,599,360,336,69,20,231,73,27,228,55,532,175,112,10
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,187,2,Egholmskolen,3243,974,53.7,294190.3,19.27227875,7.49306198,38.63706445,6.753006475,15.32531607,1.418439716,10.48411964,0.61671292,1858,1385,768,230,454,66,17,194,75,25,264,38,587,118,39,3
2. Københavns Omegns Storkreds,6. Brøndby Opstillingskreds,187,3,Pilehaveskolen,3967,1287,53.2,269086.5,20.46886816,8.822788001,40.25712125,6.150743635,14.54499622,1.537685909,7.058230401,1.159566423,2317,1650,905,300,489,77,22,225,69,13,340,49,715,135,93,7
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,165,1,Herstedøster Skole,4407,1047,46.6,217915.2,23.68958475,14.38620377,27.34286363,4.651690492,17.24529158,2.813705469,8.509189925,1.361470388,3040,1367,982,264,221,66,24,521,78,32,257,68,472,545,179,16
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,165,2,Egelundskolen,3226,1053,53.5,242960.2,25.04649721,7.966522009,35.30688159,4.401735896,17.91692498,1.022938624,7.408555487,0.929944203,2102,1124,839,235,161,66,20,350,34,22,250,71,335,270,101,8
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,165,3,Herstedlund Skole,3078,761,50.4,214423.4,35.73749188,8.057179987,30.6042885,3.963612736,11.79337232,1.104613385,7.212475634,1.526965562,1891,1187,676,280,68,57,14,334,18,22,226,51,211,262,142,3
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,165,4,Musikteatret,3293,844,50.3,184183.6,37.38232615,8.108108108,35.92468873,3.461888855,10.65897358,0.637716368,1.913149104,1.913149104,2075,1218,918,181,52,73,19,323,21,12,274,89,173,287,98,9
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,165,5,Herstedvester Skole,4379,991,49.6,232979.5,25.18839918,8.997488011,30.32655858,5.457867093,19.61635077,1.164649463,8.084037451,1.164649463,2270,2109,1049,419,118,96,23,564,50,33,218,59,329,468,232,8
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,1,Ole Rømer-Skolen,2139,435,45.7,195355.5,31.55680224,14.91351099,30.94904161,3.786816269,10.93969144,1.122019635,4.441327723,2.290790089,1561,578,376,156,123,31,19,143,35,10,148,49,187,143,98,2
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,2,Parkskolen,3323,957,52.2,245513.3,27.89647909,8.516400843,35.96148059,6.169124285,12.63918146,1.023171833,6.409870599,1.384291303,2111,1212,750,264,355,64,23,219,41,30,266,71,415,142,81,9
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,4,Taastrup Kulturcenter,4214,1418,54.3,265816.9,25.03559563,7.047935453,37.89748458,5.054579972,14.54674893,1.18652112,8.115804461,1.115329853,2558,1656,1001,294,519,94,27,263,56,38,369,82,661,175,89,11
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,6,Rådhuset.1,4023,799,47.9,230741.4,32.3887646,10.48968432,31.44419587,5.170270942,9.395973154,1.541138454,7.407407407,2.16256525,2607,1416,742,448,200,88,24,256,60,25,272,52,403,261,159,12
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,7,Rønnevangshallen,5151,1598,52.3,237325.4,27.08211998,8.153756552,40.55523199,5.086390992,12.19180742,1.261890895,4.775771695,0.89303048,3547,1604,1325,317,406,118,36,355,76,38,508,88,630,250,124,15
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,8,Torstorp Skole,2808,595,48.8,213068,33.65384615,10.29202279,35.00712251,4.273504274,10.04273504,1.13960114,4.451566952,1.13960114,1737,1071,662,211,178,64,9,203,47,26,275,58,310,167,78,6
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,9,Sengeløse,1893,480,52.7,291272.5,24.24722662,5.705229794,38.77443212,5.705229794,14.89698891,0.739566825,9.191759113,0.739566825,1069,824,350,132,161,63,24,137,31,26,178,31,375,97,29,6
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,10,Charlotteskolen,4314,962,50,234618.1,30.41261011,7.695873899,38.91979601,5.261937877,10.75567918,1.20537784,4.543347242,1.20537784,2581,1733,983,322,341,82,29,272,71,26,381,82,616,207,97,13
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,12,Fløng Hallen,4071,1037,51.1,254828.8,25.05526898,6.140997298,41.5868337,6.214689266,13.46106608,1.031687546,5.969049374,0.540407762,2385,1686,935,228,329,115,34,315,76,30,411,78,697,138,66,9
2. Københavns Omegns Storkreds,7. Taastrup Opstillingskreds,169,13,Reerslev Skole,650,131,50.8,303979.8,21.23076923,6.307692308,36.30769231,7.692307692,18,1.230769231,8.769230769,0.461538462,346,304,124,34,58,17,2,58,13,5,59,14,129,35,13,3
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,1,Tapeten,4171,1288,52.1,208511.8,32.29441381,8.702948933,39.70270918,3.836010549,9.398225845,1.030927835,3.955885879,1.078877967,2850,1321,1341,226,133,99,21,258,65,28,429,82,383,218,48,12
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,2,Baltorpskolen - Rugvænget,6049,1905,52.8,203613.6,31.88956852,7.9351959,38.33691519,3.636964788,11.05967929,1.471317573,3.934534634,1.735824103,4495,1554,1730,276,199,109,40,463,88,30,549,123,620,375,103,13
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,3,Skovvejens Skole - Vest,2640,708,52.8,272903.1,23.93939394,6.325757576,37.1969697,4.507575758,15.83333333,0.378787879,11.17424242,0.643939394,1396,1244,753,146,154,59,12,210,69,22,222,44,437,137,45,8
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,4,Grantoftehallen,2911,561,47.8,207021.5,37.06630024,6.561319134,39.36791481,3.126073514,9.446925455,0.583991755,2.610786671,1.236688423,1644,1267,865,141,75,67,15,222,41,20,310,82,237,159,46,9
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,5,Skovlunde Skole - Syd,3672,1022,53.5,297391.9,16.14923747,6.917211329,35.72984749,6.781045752,20.15250545,1.279956427,12.5,0.490196078,2020,1652,956,257,262,68,28,315,90,75,292,29,728,174,71,4
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,6,Skovlunde Skole - Nord,5555,1765,52.7,210180.7,29.6309631,8.730873087,38.66786679,4.248424842,10.94509451,1.206120612,5.238523852,1.332133213,3819,1736,1619,299,173,102,34,369,74,89,542,104,564,348,102,9
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,8,Måløv Ny Hal,4122,1109,52.1,279966.3,22.17370209,6.428918001,33.64871422,5.798156235,16.76370694,1.382823872,12.95487627,0.849102377,2389,1733,1013,347,301,76,36,364,98,38,259,48,701,236,85,12
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,9,Egebjerghallen,3217,877,52.8,303533,18.40223811,6.931924153,28.00746037,5.191171899,19.92539633,1.429903637,19.14827479,0.963630712,1834,1383,791,323,232,75,26,303,75,37,167,38,537,193,126,10
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,151,10,Østerhøjhallen,2113,451,49.8,270363.9,18.93043067,7.95078088,30.05205868,5.39517274,21.20208235,1.372456223,14.33980123,0.757217227,1039,1074,533,178,114,34,11,262,47,13,128,35,304,161,69,5
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,1,Nordvangskolen,2292,480,50.6,283287.1,20.76788831,7.02443281,38.65619546,5.846422339,15.4886562,1.396160558,10.16579407,0.654450262,1168,1124,579,161,145,50,12,173,41,10,212,39,459,103,39,3
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,2,Sognegården,2530,619,49.8,242113.5,24.743083,10.86956522,35.17786561,4.782608696,13.16205534,1.422924901,8.063241107,1.778656126,1801,729,548,207,137,57,17,156,47,15,219,49,357,130,52,3
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,3,Søndervangskolen,4165,1002,48.9,219138.7,26.62665066,10.82833133,38.1032413,4.945978391,11.66866747,1.512605042,5.042016807,1.272509004,2918,1247,938,207,171,92,29,301,91,31,413,101,566,208,86,15
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,4,Vestervangskolen,2724,962,54.2,186925.9,35.75624082,7.452276065,40.56534508,3.414096916,8.370044053,0.991189427,1.872246696,1.57856094,2143,581,896,148,46,62,17,162,34,16,305,72,210,156,70,7
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,5,Ejbyskolen,1434,425,53.5,325366.9,15.69037657,5.648535565,37.23849372,8.926080893,19.24686192,1.464435146,11.29707113,0.488145049,791,643,267,106,146,23,16,82,42,14,119,20,423,45,16,4
2. Københavns Omegns Storkreds,8. Ballerup Opstillingskreds,161,6,Hvissingehallen,2716,604,50.4,247765.7,26.39911635,6.77466863,41.64212077,4.639175258,13.54933726,1.030927835,5.00736377,0.957290133,1558,1158,700,143,134,71,13,204,44,12,275,47,451,116,45,7
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,1,Helsingør Hallen,9689,2981,53.1,232649.8,24.30591392,9.949427185,32.59366292,4.324491692,17.94818867,1.73392507,7.565280215,1.579110331,7261,2428,2084,746,651,334,91,676,219,68,587,144,1040,831,314,8
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,2,"Montebello, Gurrevej 90",7338,2084,52.2,215840.8,31.04388117,7.440719542,37.35350232,4.483510493,13.12346688,0.92668302,3.665849005,1.962387572,4866,2472,2026,448,380,245,59,436,101,36,604,143,638,495,133,3
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,3,"Laden, Gl. Vapnagård",5601,1387,50.6,231915.4,31.92287092,8.355650777,31.70862346,4.052847706,13.87252276,1.285484735,6.945188359,1.856811284,3524,2077,1173,593,396,177,39,303,83,28,405,111,547,373,130,3
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,4,Bølgen,4291,1512,56.2,311508.3,20.06525285,7.690515031,31.90398509,5.732929387,20.69447681,1.305057096,11.27942205,1.328361687,2676,1615,822,375,539,117,30,235,110,37,286,54,816,212,95,3
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,5,Hornbæk Skole,3995,1430,56.9,285692.8,22.90362954,7.183979975,35.54443054,5.331664581,16.89612015,1.176470588,9.561952441,1.40175219,2655,1340,711,331,444,125,63,193,125,13,268,39,788,197,124,1
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,6,Nygård Skole,1028,237,51.8,284303.6,23.6381323,7.101167315,35.70038911,5.252918288,17.41245136,1.750972763,8.365758755,0.778210117,583,445,152,78,113,43,15,52,35,7,83,24,194,53,35,2
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,7,Tikøb Skole,1280,390,54.2,274058.7,24.296875,6.796875,39.140625,4.453125,13.515625,1.40625,8.90625,1.484375,793,487,207,123,121,64,16,51,32,7,116,28,290,48,26,1
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,8,Kvistgård Idrætsanlæg,834,193,51.7,249023.5,28.29736211,6.474820144,38.24940048,3.597122302,12.94964029,1.798561151,7.074340528,1.558752998,457,377,165,63,60,25,10,50,21,17,79,19,125,40,27,1
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,9,Snekkersten Hallen,3717,1315,56.1,306400.6,21.44202314,7.721280603,28.32929782,4.788808179,20.15065913,1.963949422,14.28571429,1.31826742,2375,1342,707,379,473,125,31,228,105,32,235,30,612,193,111,0
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,10,Espergærde Bibliotek,3503,1071,54.6,377155.4,17.89894376,8.250071367,24.95004282,5.68084499,20.3539823,2.483585498,18.95518127,1.427347987,1890,1613,519,503,502,69,26,227,158,26,143,31,652,176,122,3
3. Nordsjællands Storkreds,1. Helsingør Opstillingskreds,217,11,Mørdrupskolen,4887,1609,54.6,270284,20.03273992,8.144055658,30.67321465,5.40208717,19.29609167,1.923470432,13.46429302,1.064047473,2900,1987,954,580,558,129,25,315,137,26,321,49,798,263,112,6
3. Nordsjællands Storkreds,2. Fredensborg Opstillingskreds,210,1,Asminderød,4725,1400,53.9,287888,22.39153439,7.619047619,34.07407407,5.015873016,17.92592593,1.46031746,10.39153439,1.121693122,2829,1896,857,406,479,137,47,249,142,57,362,60,1056,144,106,5
3. Nordsjællands Storkreds,2. Fredensborg Opstillingskreds,210,2,Fredensborg,3407,1201,56.3,337322.7,18.197828,8.717346639,26.06398591,5.224537716,20.60463751,1.849134136,17.46404461,1.878485471,2146,1261,492,420,436,91,37,196,140,34,160,23,831,118,80,6
3. Nordsjællands Storkreds,2. Fredensborg Opstillingskreds,210,3,Humlebæk,3470,1198,55.7,392929.5,19.97118156,8.501440922,26.42651297,4.236311239,17.49279539,2.478386167,19.42363112,1.469740634,2237,1233,524,454,397,75,31,220,134,17,163,30,633,190,126,3
